"","Text","Lat","Long","Location","Dialect","Genre","YoC","YoM","AuthName","AuthBD","AuthSex","AuthAge","RecName","RecBD","RecSex","RecAge","RecRelation","Words","OCWords","NamWords","ForWords","Types","OCTypes","NamTypes","ForTypes","Chars","OCChars","NamChars","ForChars","Tokens","pseud","pass","act","relative","questions","selected","advantage"
"59465","CMCTMELI","51.6","-0.1","London","EM","P",1390,1390,"Geoffry_Chaucer","1343","m","47","x","xxxx","x","xx","x",17685,5521,372,103,2245,1544,64,75,73707,33419,2194,459,848,"b","nan","act","nie","qnie","selact","not"
"60620","CMCTPARS","51.48","-0.15","London","EM","G",1390,1390,"Geoffry_Chaucer","1343","m","47","x","xxxx","x","xx","x",31765,9837,1013,178,3627,2593,105,106,132374,59897,5012,1061,1621,"b","nan","act","nie","qnie","selact","not"
"60626","CMCTPARS","51.48","-0.15","London","EM","G",1390,1390,"Geoffry_Chaucer","1343","m","47","x","xxxx","x","xx","x",31765,9837,1013,178,3627,2593,105,106,132374,59897,5012,1061,1621,"b","nan","act","nie","qnie","selact","not"
"63236","CMCTPARS","51.48","-0.15","London","EM","G",1390,1390,"Geoffry_Chaucer","1343","m","47","x","xxxx","x","xx","x",31765,9837,1013,178,3627,2593,105,106,132374,59897,5012,1061,1621,"b","nan","act","nie","qnie","selact","not"
"68511","CMEARLPS","51.76954","0.645447","Essex","EM","W",1350,1350,"x","xxxx","m","xx","x","xxxx","x","xx","x",45181,15121,1984,23,4488,3424,147,22,177007,78707,8560,88,7349,"b","nan","act","nie","qnie","selact","not"
"68826","CMEARLPS","51.76954","0.645447","Essex","EM","W",1350,1350,"x","xxxx","m","xx","x","xxxx","x","xx","x",45181,15121,1984,23,4488,3424,147,22,177007,78707,8560,88,7349,"b","nan","act","nie","qnie","selact","not"
"69689","CMEARLPS","51.76954","0.645447","Essex","EM","W",1350,1350,"x","xxxx","m","xx","x","xxxx","x","xx","x",45181,15121,1984,23,4488,3424,147,22,177007,78707,8560,88,7349,"b","nan","act","nie","qnie","selact","not"
"70374","CMEDMUND","52.722986","-0.010986","x","EM","B",1438,1438,"x","xxxx","m","xx","x","xxxx","x","xx","x",3934,1232,285,12,954,621,80,12,16005,6702,1705,62,294,"b","nan","act","nie","qnie","selact","not"
"70435","CMEDMUND","52.722986","-0.010986","x","EM","B",1438,1438,"x","xxxx","m","xx","x","xxxx","x","xx","x",3934,1232,285,12,954,621,80,12,16005,6702,1705,62,294,"b","nan","act","nie","qnie","selact","not"
"70713","CMEDMUND","52.722986","-0.010986","x","EM","B",1438,1438,"x","xxxx","m","xx","x","xxxx","x","xx","x",3934,1232,285,12,954,621,80,12,16005,6702,1705,62,294,"b","nan","act","nie","qnie","selact","not"
"70740","CMEDMUND","52.722986","-0.010986","x","EM","B",1438,1438,"x","xxxx","m","xx","x","xxxx","x","xx","x",3934,1232,285,12,954,621,80,12,16005,6702,1705,62,294,"b","nan","act","nie","qnie","selact","not"
"70865","CMEDTHOR","54.085173","-0.648193","x","N","G",1350,1440,"x","xxxx","m","xx","x","xxxx","x","xx","x",14525,4129,484,233,2190,1428,92,99,59726,23741,2492,1204,789,"b","nan","act","nie","qnie","selact","not"
"71176","CMEDTHOR","54.085173","-0.648193","x","N","G",1350,1440,"x","xxxx","m","xx","x","xxxx","x","xx","x",14525,4129,484,233,2190,1428,92,99,59726,23741,2492,1204,789,"b","nan","act","nie","qnie","selact","not"
"76187","CMFITZJA","53.13359","-0.32959","x","EM","R",1495,1495,"Richard_Fitzjames","1445","m","50","x","xxxx","x","xx","x",6019,1803,405,84,1268,743,116,44,26127,11183,2255,455,224,"b","nan","act","nie","qnie","selact","not"
"77665","CMGREGOR","51.489935","-0.3","London","S","I",1475,1475,"William_Gregory","1405","m","70","x","xxxx","x","xx","x",37646,10754,4031,334,4889,2709,1251,159,161808,58148,26266,1601,2439,"b","nan","act","nie","qnie","selact","not"
"77991","CMGREGOR","51.489935","-0.3","London","S","I",1475,1475,"William_Gregory","1405","m","70","x","xxxx","x","xx","x",37646,10754,4031,334,4889,2709,1251,159,161808,58148,26266,1601,2439,"b","nan","act","nie","qnie","selact","not"
"78173","CMGREGOR","51.489935","-0.3","London","S","I",1475,1475,"William_Gregory","1405","m","70","x","xxxx","x","xx","x",37646,10754,4031,334,4889,2709,1251,159,161808,58148,26266,1601,2439,"b","nan","act","nie","qnie","selact","not"
"78533","CMGREGOR","51.489935","-0.3","London","S","I",1475,1475,"William_Gregory","1405","m","70","x","xxxx","x","xx","x",37646,10754,4031,334,4889,2709,1251,159,161808,58148,26266,1601,2439,"b","nan","act","nie","qnie","selact","not"
"78635","CMGREGOR","51.489935","-0.3","London","S","I",1475,1475,"William_Gregory","1405","m","70","x","xxxx","x","xx","x",37646,10754,4031,334,4889,2709,1251,159,161808,58148,26266,1601,2439,"b","nan","act","nie","qnie","selact","not"
"78676","CMGREGOR","51.489935","-0.3","London","S","I",1475,1475,"William_Gregory","1405","m","70","x","xxxx","x","xx","x",37646,10754,4031,334,4889,2709,1251,159,161808,58148,26266,1601,2439,"b","nan","act","nie","qnie","selact","not"
"78857","CMGREGOR","51.489935","-0.3","London","S","I",1475,1475,"William_Gregory","1405","m","70","x","xxxx","x","xx","x",37646,10754,4031,334,4889,2709,1251,159,161808,58148,26266,1601,2439,"p","van","nan","nie","qnie","selpse","not"
"78911","CMGREGOR","51.489935","-0.3","London","S","I",1475,1475,"William_Gregory","1405","m","70","x","xxxx","x","xx","x",37646,10754,4031,334,4889,2709,1251,159,161808,58148,26266,1601,2439,"p","van","nan","pie","qnie","selpse","not"
"79356","CMGREGOR","51.489935","-0.3","London","S","I",1475,1475,"William_Gregory","1405","m","70","x","xxxx","x","xx","x",37646,10754,4031,334,4889,2709,1251,159,161808,58148,26266,1601,2439,"b","nan","act","nie","qnie","selact","not"
"79563","CMGREGOR","51.489935","-0.3","London","S","I",1475,1475,"William_Gregory","1405","m","70","x","xxxx","x","xx","x",37646,10754,4031,334,4889,2709,1251,159,161808,58148,26266,1601,2439,"b","nan","act","nie","qnie","selact","not"
"79591","CMGREGOR","51.489935","-0.3","London","S","I",1475,1475,"William_Gregory","1405","m","70","x","xxxx","x","xx","x",37646,10754,4031,334,4889,2709,1251,159,161808,58148,26266,1601,2439,"b","nan","act","nie","qnie","selact","not"
"79615","CMGREGOR","51.489935","-0.3","London","S","I",1475,1475,"William_Gregory","1405","m","70","x","xxxx","x","xx","x",37646,10754,4031,334,4889,2709,1251,159,161808,58148,26266,1601,2439,"b","nan","act","nie","qnie","selact","not"
"79651","CMGREGOR","51.489935","-0.3","London","S","I",1475,1475,"William_Gregory","1405","m","70","x","xxxx","x","xx","x",37646,10754,4031,334,4889,2709,1251,159,161808,58148,26266,1601,2439,"p","van","nan","nie","qnie","selpse","not"
"79734","CMGREGOR","51.489935","-0.3","London","S","I",1475,1475,"William_Gregory","1405","m","70","x","xxxx","x","xx","x",37646,10754,4031,334,4889,2709,1251,159,161808,58148,26266,1601,2439,"b","nan","act","nie","qnie","selact","not"
"79952","CMGREGOR","51.489935","-0.3","London","S","I",1475,1475,"William_Gregory","1405","m","70","x","xxxx","x","xx","x",37646,10754,4031,334,4889,2709,1251,159,161808,58148,26266,1601,2439,"b","nan","act","nie","qnie","selact","not"
"79990","CMGREGOR","51.489935","-0.3","London","S","I",1475,1475,"William_Gregory","1405","m","70","x","xxxx","x","xx","x",37646,10754,4031,334,4889,2709,1251,159,161808,58148,26266,1601,2439,"b","nan","act","nie","qnie","selact","not"
"80293","CMGREGOR","51.489935","-0.3","London","S","I",1475,1475,"William_Gregory","1405","m","70","x","xxxx","x","xx","x",37646,10754,4031,334,4889,2709,1251,159,161808,58148,26266,1601,2439,"b","nan","act","nie","qnie","selact","not"
"84560","CMJULIA","52.45","-2.6","Herefordshire/Shropshire","WM","B",1205,1225,"x","xxxx","m","xx","x","xxxx","x","xx","x",7530,2382,307,0,1934,1293,111,0,30029,13266,1819,0,560,"b","nan","act","nie","qnie","selact","not"
"88305","CMKEMPE","52.76","0.5","King's_Lynn_Norfolk","EM","G",1440,1440,"Margery_Kempe","1373","f","67","x","xxxx","x","xx","x",66120,19820,2258,71,5013,3541,329,47,254112,107395,11601,433,3813,"b","nan","act","nie","qnie","selact","not"
"88323","CMKEMPE","52.76","0.5","King's_Lynn_Norfolk","EM","G",1440,1440,"Margery_Kempe","1373","f","67","x","xxxx","x","xx","x",66120,19820,2258,71,5013,3541,329,47,254112,107395,11601,433,3813,"b","nan","act","nie","qnie","selact","not"
"89926","CMKEMPE","52.76","0.5","King's_Lynn_Norfolk","EM","G",1440,1440,"Margery_Kempe","1373","f","67","x","xxxx","x","xx","x",66120,19820,2258,71,5013,3541,329,47,254112,107395,11601,433,3813,"b","nan","act","nie","qnie","selact","not"
"90016","CMKEMPE","52.76","0.5","King's_Lynn_Norfolk","EM","G",1440,1440,"Margery_Kempe","1373","f","67","x","xxxx","x","xx","x",66120,19820,2258,71,5013,3541,329,47,254112,107395,11601,433,3813,"b","nan","act","nie","qnie","selact","not"
"90101","CMKEMPE","52.76","0.5","King's_Lynn_Norfolk","EM","G",1440,1440,"Margery_Kempe","1373","f","67","x","xxxx","x","xx","x",66120,19820,2258,71,5013,3541,329,47,254112,107395,11601,433,3813,"b","nan","act","nie","qnie","selact","not"
"92050","CMKEMPE","52.76","0.5","King's_Lynn_Norfolk","EM","G",1440,1440,"Margery_Kempe","1373","f","67","x","xxxx","x","xx","x",66120,19820,2258,71,5013,3541,329,47,254112,107395,11601,433,3813,"b","nan","act","nie","qnie","selact","not"
"92683","CMKEMPE","52.76","0.5","King's_Lynn_Norfolk","EM","G",1440,1440,"Margery_Kempe","1373","f","67","x","xxxx","x","xx","x",66120,19820,2258,71,5013,3541,329,47,254112,107395,11601,433,3813,"b","nan","act","nie","qnie","selact","not"
"94729","CMKEMPE","52.76","0.5","King's_Lynn_Norfolk","EM","G",1440,1440,"Margery_Kempe","1373","f","67","x","xxxx","x","xx","x",66120,19820,2258,71,5013,3541,329,47,254112,107395,11601,433,3813,"b","nan","act","nie","qnie","selact","not"
"95804","CMKEMPE","52.76","0.5","King's_Lynn_Norfolk","EM","G",1440,1440,"Margery_Kempe","1373","f","67","x","xxxx","x","xx","x",66120,19820,2258,71,5013,3541,329,47,254112,107395,11601,433,3813,"b","nan","act","nie","qnie","selact","not"
"96038","CMKEMPE","52.76","0.5","King's_Lynn_Norfolk","EM","G",1440,1440,"Margery_Kempe","1373","f","67","x","xxxx","x","xx","x",66120,19820,2258,71,5013,3541,329,47,254112,107395,11601,433,3813,"b","nan","act","nie","qnie","selact","not"
"96085","CMKEMPE","52.76","0.5","King's_Lynn_Norfolk","EM","G",1440,1440,"Margery_Kempe","1373","f","67","x","xxxx","x","xx","x",66120,19820,2258,71,5013,3541,329,47,254112,107395,11601,433,3813,"b","nan","act","nie","qnie","selact","not"
"96639","CMKEMPE","52.76","0.5","King's_Lynn_Norfolk","EM","G",1440,1440,"Margery_Kempe","1373","f","67","x","xxxx","x","xx","x",66120,19820,2258,71,5013,3541,329,47,254112,107395,11601,433,3813,"b","nan","act","nie","qnie","selact","not"
"97107","CMKEMPE","52.76","0.5","King's_Lynn_Norfolk","EM","G",1440,1440,"Margery_Kempe","1373","f","67","x","xxxx","x","xx","x",66120,19820,2258,71,5013,3541,329,47,254112,107395,11601,433,3813,"b","nan","act","nie","qnie","selact","not"
"97791","CMKEMPE","52.76","0.5","King's_Lynn_Norfolk","EM","G",1440,1440,"Margery_Kempe","1373","f","67","x","xxxx","x","xx","x",66120,19820,2258,71,5013,3541,329,47,254112,107395,11601,433,3813,"b","nan","act","nie","qnie","selact","not"
"99318","CMKENTSE","51.261915","0.799255","x","K","R",1275,1275,"x","xxxx","m","xx","x","xxxx","x","xx","x",3678,1056,158,164,941,515,51,108,14915,5862,891,876,220,"b","nan","act","nie","qnie","selact","not"
"103651","CMMALORY","52.263955","-1.468048","Warwickshire","WM","F",1470,1470,"Thomas_Malory","1405","m","65","x","xxxx","x","xx","x",59618,19011,4150,1,4737,3253,487,1,239691,100707,23529,8,4930,"p","van","nan","nie","qnie","selpse","not"
"103742","CMMALORY","52.263955","-1.468048","Warwickshire","WM","F",1470,1470,"Thomas_Malory","1405","m","65","x","xxxx","x","xx","x",59618,19011,4150,1,4737,3253,487,1,239691,100707,23529,8,4930,"b","nan","act","nie","qnie","selact","not"
"103932","CMMALORY","52.263955","-1.468048","Warwickshire","WM","F",1470,1470,"Thomas_Malory","1405","m","65","x","xxxx","x","xx","x",59618,19011,4150,1,4737,3253,487,1,239691,100707,23529,8,4930,"b","nan","act","nie","qnie","selact","not"
"104103","CMMALORY","52.263955","-1.468048","Warwickshire","WM","F",1470,1470,"Thomas_Malory","1405","m","65","x","xxxx","x","xx","x",59618,19011,4150,1,4737,3253,487,1,239691,100707,23529,8,4930,"b","nan","act","nie","qnie","selact","not"
"104478","CMMALORY","52.263955","-1.468048","Warwickshire","WM","F",1470,1470,"Thomas_Malory","1405","m","65","x","xxxx","x","xx","x",59618,19011,4150,1,4737,3253,487,1,239691,100707,23529,8,4930,"p","van","nan","nie","qnie","selpse","not"
"104534","CMMALORY","52.263955","-1.468048","Warwickshire","WM","F",1470,1470,"Thomas_Malory","1405","m","65","x","xxxx","x","xx","x",59618,19011,4150,1,4737,3253,487,1,239691,100707,23529,8,4930,"b","nan","act","nie","qnie","selact","not"
"104682","CMMALORY","52.263955","-1.468048","Warwickshire","WM","F",1470,1470,"Thomas_Malory","1405","m","65","x","xxxx","x","xx","x",59618,19011,4150,1,4737,3253,487,1,239691,100707,23529,8,4930,"b","nan","act","nie","qnie","selact","not"
"104686","CMMALORY","52.263955","-1.468048","Warwickshire","WM","F",1470,1470,"Thomas_Malory","1405","m","65","x","xxxx","x","xx","x",59618,19011,4150,1,4737,3253,487,1,239691,100707,23529,8,4930,"b","nan","act","nie","qnie","selact","not"
"104701","CMMALORY","52.263955","-1.468048","Warwickshire","WM","F",1470,1470,"Thomas_Malory","1405","m","65","x","xxxx","x","xx","x",59618,19011,4150,1,4737,3253,487,1,239691,100707,23529,8,4930,"b","nan","act","nie","qnie","selact","not"
"104821","CMMALORY","52.263955","-1.468048","Warwickshire","WM","F",1470,1470,"Thomas_Malory","1405","m","65","x","xxxx","x","xx","x",59618,19011,4150,1,4737,3253,487,1,239691,100707,23529,8,4930,"b","nan","act","nie","qnie","selact","not"
"104836","CMMALORY","52.263955","-1.468048","Warwickshire","WM","F",1470,1470,"Thomas_Malory","1405","m","65","x","xxxx","x","xx","x",59618,19011,4150,1,4737,3253,487,1,239691,100707,23529,8,4930,"b","nan","act","nie","qnie","selact","not"
"105071","CMMALORY","52.263955","-1.468048","Warwickshire","WM","F",1470,1470,"Thomas_Malory","1405","m","65","x","xxxx","x","xx","x",59618,19011,4150,1,4737,3253,487,1,239691,100707,23529,8,4930,"b","nan","act","nie","qnie","selact","not"
"105615","CMMALORY","52.263955","-1.468048","Warwickshire","WM","F",1470,1470,"Thomas_Malory","1405","m","65","x","xxxx","x","xx","x",59618,19011,4150,1,4737,3253,487,1,239691,100707,23529,8,4930,"b","nan","act","nie","qnie","selact","not"
"105771","CMMALORY","52.263955","-1.468048","Warwickshire","WM","F",1470,1470,"Thomas_Malory","1405","m","65","x","xxxx","x","xx","x",59618,19011,4150,1,4737,3253,487,1,239691,100707,23529,8,4930,"p","van","nan","nie","qnie","selpse","not"
"105775","CMMALORY","52.263955","-1.468048","Warwickshire","WM","F",1470,1470,"Thomas_Malory","1405","m","65","x","xxxx","x","xx","x",59618,19011,4150,1,4737,3253,487,1,239691,100707,23529,8,4930,"p","van","nan","nie","qnie","selpse","not"
"105990","CMMALORY","52.263955","-1.468048","Warwickshire","WM","F",1470,1470,"Thomas_Malory","1405","m","65","x","xxxx","x","xx","x",59618,19011,4150,1,4737,3253,487,1,239691,100707,23529,8,4930,"b","nan","act","nie","qnie","selact","not"
"106068","CMMALORY","52.263955","-1.468048","Warwickshire","WM","F",1470,1470,"Thomas_Malory","1405","m","65","x","xxxx","x","xx","x",59618,19011,4150,1,4737,3253,487,1,239691,100707,23529,8,4930,"b","nan","act","nie","qnie","selact","not"
"106243","CMMALORY","52.263955","-1.468048","Warwickshire","WM","F",1470,1470,"Thomas_Malory","1405","m","65","x","xxxx","x","xx","x",59618,19011,4150,1,4737,3253,487,1,239691,100707,23529,8,4930,"b","nan","act","nie","qnie","selact","not"
"106299","CMMALORY","52.263955","-1.468048","Warwickshire","WM","F",1470,1470,"Thomas_Malory","1405","m","65","x","xxxx","x","xx","x",59618,19011,4150,1,4737,3253,487,1,239691,100707,23529,8,4930,"b","nan","act","nie","qnie","selact","not"
"106312","CMMALORY","52.263955","-1.468048","Warwickshire","WM","F",1470,1470,"Thomas_Malory","1405","m","65","x","xxxx","x","xx","x",59618,19011,4150,1,4737,3253,487,1,239691,100707,23529,8,4930,"b","nan","act","nie","qnie","selact","not"
"106333","CMMALORY","52.263955","-1.468048","Warwickshire","WM","F",1470,1470,"Thomas_Malory","1405","m","65","x","xxxx","x","xx","x",59618,19011,4150,1,4737,3253,487,1,239691,100707,23529,8,4930,"b","nan","act","nie","qnie","selact","not"
"106355","CMMALORY","52.263955","-1.468048","Warwickshire","WM","F",1470,1470,"Thomas_Malory","1405","m","65","x","xxxx","x","xx","x",59618,19011,4150,1,4737,3253,487,1,239691,100707,23529,8,4930,"b","nan","act","nie","qnie","selact","not"
"106378","CMMALORY","52.263955","-1.468048","Warwickshire","WM","F",1470,1470,"Thomas_Malory","1405","m","65","x","xxxx","x","xx","x",59618,19011,4150,1,4737,3253,487,1,239691,100707,23529,8,4930,"b","nan","act","nie","qnie","selact","not"
"106597","CMMALORY","52.263955","-1.468048","Warwickshire","WM","F",1470,1470,"Thomas_Malory","1405","m","65","x","xxxx","x","xx","x",59618,19011,4150,1,4737,3253,487,1,239691,100707,23529,8,4930,"b","nan","act","nie","qnie","selact","not"
"106709","CMMALORY","52.263955","-1.468048","Warwickshire","WM","F",1470,1470,"Thomas_Malory","1405","m","65","x","xxxx","x","xx","x",59618,19011,4150,1,4737,3253,487,1,239691,100707,23529,8,4930,"b","nan","act","nie","qnie","selact","not"
"106781","CMMALORY","52.263955","-1.468048","Warwickshire","WM","F",1470,1470,"Thomas_Malory","1405","m","65","x","xxxx","x","xx","x",59618,19011,4150,1,4737,3253,487,1,239691,100707,23529,8,4930,"b","nan","act","nie","qnie","selact","not"
"107082","CMMALORY","52.263955","-1.468048","Warwickshire","WM","F",1470,1470,"Thomas_Malory","1405","m","65","x","xxxx","x","xx","x",59618,19011,4150,1,4737,3253,487,1,239691,100707,23529,8,4930,"b","nan","act","nie","qnie","selact","not"
"107141","CMMALORY","52.263955","-1.468048","Warwickshire","WM","F",1470,1470,"Thomas_Malory","1405","m","65","x","xxxx","x","xx","x",59618,19011,4150,1,4737,3253,487,1,239691,100707,23529,8,4930,"b","nan","act","nie","qnie","selact","not"
"107462","CMMALORY","52.263955","-1.468048","Warwickshire","WM","F",1470,1470,"Thomas_Malory","1405","m","65","x","xxxx","x","xx","x",59618,19011,4150,1,4737,3253,487,1,239691,100707,23529,8,4930,"b","nan","act","nie","qnie","selact","not"
"107511","CMMALORY","52.263955","-1.468048","Warwickshire","WM","F",1470,1470,"Thomas_Malory","1405","m","65","x","xxxx","x","xx","x",59618,19011,4150,1,4737,3253,487,1,239691,100707,23529,8,4930,"b","nan","act","nie","qnie","selact","not"
"107543","CMMALORY","52.263955","-1.468048","Warwickshire","WM","F",1470,1470,"Thomas_Malory","1405","m","65","x","xxxx","x","xx","x",59618,19011,4150,1,4737,3253,487,1,239691,100707,23529,8,4930,"b","nan","act","nie","qnie","selact","not"
"107592","CMMALORY","52.263955","-1.468048","Warwickshire","WM","F",1470,1470,"Thomas_Malory","1405","m","65","x","xxxx","x","xx","x",59618,19011,4150,1,4737,3253,487,1,239691,100707,23529,8,4930,"b","nan","act","nie","qnie","selact","not"
"107610","CMMALORY","52.263955","-1.468048","Warwickshire","WM","F",1470,1470,"Thomas_Malory","1405","m","65","x","xxxx","x","xx","x",59618,19011,4150,1,4737,3253,487,1,239691,100707,23529,8,4930,"b","nan","act","nie","qnie","selact","not"
"107684","CMMALORY","52.263955","-1.468048","Warwickshire","WM","F",1470,1470,"Thomas_Malory","1405","m","65","x","xxxx","x","xx","x",59618,19011,4150,1,4737,3253,487,1,239691,100707,23529,8,4930,"b","nan","act","nie","qnie","selact","not"
"107743","CMMALORY","52.263955","-1.468048","Warwickshire","WM","F",1470,1470,"Thomas_Malory","1405","m","65","x","xxxx","x","xx","x",59618,19011,4150,1,4737,3253,487,1,239691,100707,23529,8,4930,"b","nan","act","nie","qnie","selact","not"
